2021-06-07 23:01:31,668 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16024' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16022'
2021-06-07 23:01:31,678 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16024' | prevHeadingCurrId :- '16022' | prevHeadingFoundId :- '16022'
2021-06-07 23:01:32,499 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Failed In Lowercase : <=7|240.0|(45, 100, 90)|0.765| | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Γονιμότητα' | Qrd txt :- '4.6 Γονιμότητα, κύηση και γαλουχία' | Matched :- 'False'
2021-06-07 23:01:32,504 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- 'Γονιμότητα' | Qrd txt :- 'Γονιμότητα' | Matched :- 'True'
2021-06-07 23:01:32,515 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16025' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16022'
2021-06-07 23:01:32,525 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16025' | prevHeadingCurrId :- '16022' | prevHeadingFoundId :- '16022'
2021-06-07 23:01:33,473 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.7 Επιδράσεις στην ικανότητα οδήγησης και χειρισμού μηχανημάτων' | Qrd txt :- '4.7 Επιδράσεις στην ικανότητα οδήγησης και χειρισμού μηχανημάτων' | Matched :- 'True'
2021-06-07 23:01:33,483 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Flow Is Broken | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16022'
2021-06-07 23:01:33,491 : Heading Extraction gonal-f_clean_SmPC.json_6 : Validation Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | currHeadId :- '16026' | prevHeadingCurrId :- '16022' | prevHeadingFoundId :- '16022'
2021-06-07 23:01:34,407 : Heading Extraction gonal-f_clean_SmPC.json_6 : Match Passed | H | CAP |  el | 0 | gonal-f_clean_SmPC.json | Doc txt :- '4.8 Ανεπιθύμητες ενέργειες' | Qrd txt :- '4.8 Ανεπιθύμητες ενέργειες' | Matched :- 'True'
